Epoch: 1, lr: 2.00e-04, hubert_lr: 1.00e-05 - train loss: 6.83e-01 - valid loss: 2.02e-01, valid error_rate: 8.00e-02
Epoch: 2, lr: 2.00e-04, hubert_lr: 1.00e-05 - train loss: 1.63e-01 - valid loss: 6.63e-03, valid error_rate: 0.00e+00
Epoch: 3, lr: 2.00e-04, hubert_lr: 1.00e-05 - train loss: 3.79e-02 - valid loss: 1.81e-03, valid error_rate: 0.00e+00
Epoch: 4, lr: 2.00e-04, hubert_lr: 9.00e-06 - train loss: 3.96e-03 - valid loss: 3.18e-04, valid error_rate: 0.00e+00
Epoch: 5, lr: 2.00e-04, hubert_lr: 8.10e-06 - train loss: 7.73e-03 - valid loss: 1.97e-04, valid error_rate: 0.00e+00
Epoch: 6, lr: 1.80e-04, hubert_lr: 7.29e-06 - train loss: 1.31e-03 - valid loss: 9.14e-05, valid error_rate: 0.00e+00
Epoch: 7, lr: 1.80e-04, hubert_lr: 6.56e-06 - train loss: 9.06e-03 - valid loss: 6.03e-05, valid error_rate: 0.00e+00
Epoch: 8, lr: 1.80e-04, hubert_lr: 5.90e-06 - train loss: 1.32e-02 - valid loss: 3.51e-05, valid error_rate: 0.00e+00
Epoch: 9, lr: 1.62e-04, hubert_lr: 5.31e-06 - train loss: 5.93e-02 - valid loss: 4.55e-05, valid error_rate: 0.00e+00
Epoch: 10, lr: 1.62e-04, hubert_lr: 4.78e-06 - train loss: 2.16e-03 - valid loss: 2.39e-05, valid error_rate: 0.00e+00
Epoch: 11, lr: 1.62e-04, hubert_lr: 4.30e-06 - train loss: 9.80e-03 - valid loss: 2.28e-05, valid error_rate: 0.00e+00
Epoch: 12, lr: 1.46e-04, hubert_lr: 3.87e-06 - train loss: 2.06e-04 - valid loss: 2.15e-05, valid error_rate: 0.00e+00
Epoch: 13, lr: 1.46e-04, hubert_lr: 3.49e-06 - train loss: 3.39e-02 - valid loss: 1.87e-05, valid error_rate: 0.00e+00
Epoch: 14, lr: 1.46e-04, hubert_lr: 3.14e-06 - train loss: 4.90e-04 - valid loss: 1.56e-05, valid error_rate: 0.00e+00
Epoch: 15, lr: 1.31e-04, hubert_lr: 2.82e-06 - train loss: 8.16e-03 - valid loss: 1.65e-05, valid error_rate: 0.00e+00
Epoch: 16, lr: 1.31e-04, hubert_lr: 2.54e-06 - train loss: 4.01e-04 - valid loss: 1.47e-05, valid error_rate: 0.00e+00
Epoch: 17, lr: 1.31e-04, hubert_lr: 2.29e-06 - train loss: 2.16e-04 - valid loss: 1.34e-05, valid error_rate: 0.00e+00
Epoch: 18, lr: 1.18e-04, hubert_lr: 2.06e-06 - train loss: 1.79e-04 - valid loss: 1.26e-05, valid error_rate: 0.00e+00
Epoch: 19, lr: 1.18e-04, hubert_lr: 1.85e-06 - train loss: 6.65e-04 - valid loss: 1.11e-05, valid error_rate: 0.00e+00
Epoch: 20, lr: 1.18e-04, hubert_lr: 1.67e-06 - train loss: 2.74e-03 - valid loss: 9.47e-06, valid error_rate: 0.00e+00
Epoch: 21, lr: 1.06e-04, hubert_lr: 1.50e-06 - train loss: 6.51e-04 - valid loss: 8.28e-06, valid error_rate: 0.00e+00
Epoch: 22, lr: 1.06e-04, hubert_lr: 1.35e-06 - train loss: 2.46e-03 - valid loss: 7.61e-06, valid error_rate: 0.00e+00
Epoch: 23, lr: 1.06e-04, hubert_lr: 1.22e-06 - train loss: 2.81e-04 - valid loss: 7.04e-06, valid error_rate: 0.00e+00
Epoch: 24, lr: 9.57e-05, hubert_lr: 1.09e-06 - train loss: 1.10e-04 - valid loss: 6.85e-06, valid error_rate: 0.00e+00
Epoch: 25, lr: 9.57e-05, hubert_lr: 9.85e-07 - train loss: 9.50e-04 - valid loss: 6.33e-06, valid error_rate: 0.00e+00
Epoch: 26, lr: 9.57e-05, hubert_lr: 8.86e-07 - train loss: 2.61e-04 - valid loss: 6.00e-06, valid error_rate: 0.00e+00
Epoch: 27, lr: 8.61e-05, hubert_lr: 7.98e-07 - train loss: 1.53e-04 - valid loss: 5.84e-06, valid error_rate: 0.00e+00
Epoch: 28, lr: 8.61e-05, hubert_lr: 7.18e-07 - train loss: 3.47e-02 - valid loss: 5.75e-06, valid error_rate: 0.00e+00
Epoch: 29, lr: 8.61e-05, hubert_lr: 6.46e-07 - train loss: 2.71e-04 - valid loss: 6.32e-06, valid error_rate: 0.00e+00
Epoch: 30, lr: 7.75e-05, hubert_lr: 5.81e-07 - train loss: 9.57e-03 - valid loss: 6.90e-06, valid error_rate: 0.00e+00
Epoch loaded: 30 - test loss: 5.56e-06, test error_rate: 0.00e+00
