Epoch: 1, lr: 2.00e-04, hubert_lr: 1.00e-05 - train loss: 6.03e-01 - valid loss: 1.84e-01, valid error_rate: 2.70e-02
Epoch: 2, lr: 2.00e-04, hubert_lr: 1.00e-05 - train loss: 1.90e-01 - valid loss: 1.41e-02, valid error_rate: 0.00e+00
Epoch: 3, lr: 2.00e-04, hubert_lr: 1.00e-05 - train loss: 1.12e-01 - valid loss: 7.41e-04, valid error_rate: 0.00e+00
Epoch: 4, lr: 2.00e-04, hubert_lr: 9.00e-06 - train loss: 3.58e-02 - valid loss: 1.21e-04, valid error_rate: 0.00e+00
Epoch: 5, lr: 2.00e-04, hubert_lr: 8.10e-06 - train loss: 3.61e-02 - valid loss: 3.89e-05, valid error_rate: 0.00e+00
Epoch: 6, lr: 1.80e-04, hubert_lr: 7.29e-06 - train loss: 1.13e-01 - valid loss: 4.88e-05, valid error_rate: 0.00e+00
Epoch: 7, lr: 1.80e-04, hubert_lr: 6.56e-06 - train loss: 5.92e-03 - valid loss: 2.64e-05, valid error_rate: 0.00e+00
Epoch: 8, lr: 1.80e-04, hubert_lr: 5.90e-06 - train loss: 3.72e-03 - valid loss: 1.31e-05, valid error_rate: 0.00e+00
Epoch: 9, lr: 1.62e-04, hubert_lr: 5.31e-06 - train loss: 8.07e-02 - valid loss: 2.86e-05, valid error_rate: 0.00e+00
Epoch: 10, lr: 1.62e-04, hubert_lr: 4.78e-06 - train loss: 2.87e-03 - valid loss: 3.25e-05, valid error_rate: 0.00e+00
Epoch: 11, lr: 1.62e-04, hubert_lr: 4.30e-06 - train loss: 1.04e-01 - valid loss: 8.61e-05, valid error_rate: 0.00e+00
Epoch: 12, lr: 1.46e-04, hubert_lr: 3.87e-06 - train loss: 2.47e-02 - valid loss: 9.00e-05, valid error_rate: 0.00e+00
Epoch: 13, lr: 1.46e-04, hubert_lr: 3.49e-06 - train loss: 1.31e-03 - valid loss: 2.38e-05, valid error_rate: 0.00e+00
Epoch: 14, lr: 1.46e-04, hubert_lr: 3.14e-06 - train loss: 4.41e-02 - valid loss: 3.97e-05, valid error_rate: 0.00e+00
Epoch: 15, lr: 1.31e-04, hubert_lr: 2.82e-06 - train loss: 2.19e-02 - valid loss: 1.04e-04, valid error_rate: 0.00e+00
Epoch: 16, lr: 1.31e-04, hubert_lr: 2.54e-06 - train loss: 3.58e-03 - valid loss: 1.64e-05, valid error_rate: 0.00e+00
Epoch: 17, lr: 1.31e-04, hubert_lr: 2.29e-06 - train loss: 3.64e-04 - valid loss: 1.23e-05, valid error_rate: 0.00e+00
Epoch: 18, lr: 1.18e-04, hubert_lr: 2.06e-06 - train loss: 6.71e-03 - valid loss: 1.05e-05, valid error_rate: 0.00e+00
Epoch: 19, lr: 1.18e-04, hubert_lr: 1.85e-06 - train loss: 3.81e-02 - valid loss: 1.16e-05, valid error_rate: 0.00e+00
Epoch: 20, lr: 1.18e-04, hubert_lr: 1.67e-06 - train loss: 2.40e-02 - valid loss: 1.61e-05, valid error_rate: 0.00e+00
Epoch: 21, lr: 1.06e-04, hubert_lr: 1.50e-06 - train loss: 2.39e-03 - valid loss: 1.37e-05, valid error_rate: 0.00e+00
Epoch: 22, lr: 1.06e-04, hubert_lr: 1.35e-06 - train loss: 3.47e-02 - valid loss: 1.30e-05, valid error_rate: 0.00e+00
Epoch: 23, lr: 1.06e-04, hubert_lr: 1.22e-06 - train loss: 6.94e-03 - valid loss: 1.48e-05, valid error_rate: 0.00e+00
Epoch: 24, lr: 9.57e-05, hubert_lr: 1.09e-06 - train loss: 1.01e-02 - valid loss: 1.68e-05, valid error_rate: 0.00e+00
Epoch: 25, lr: 9.57e-05, hubert_lr: 9.85e-07 - train loss: 4.36e-02 - valid loss: 1.43e-05, valid error_rate: 0.00e+00
Epoch: 26, lr: 9.57e-05, hubert_lr: 8.86e-07 - train loss: 1.63e-03 - valid loss: 9.68e-06, valid error_rate: 0.00e+00
Epoch: 27, lr: 8.61e-05, hubert_lr: 7.98e-07 - train loss: 1.10e-02 - valid loss: 1.11e-05, valid error_rate: 0.00e+00
Epoch: 28, lr: 8.61e-05, hubert_lr: 7.18e-07 - train loss: 4.97e-03 - valid loss: 9.48e-06, valid error_rate: 0.00e+00
Epoch: 29, lr: 8.61e-05, hubert_lr: 6.46e-07 - train loss: 5.78e-04 - valid loss: 6.83e-06, valid error_rate: 0.00e+00
Epoch: 30, lr: 7.75e-05, hubert_lr: 5.81e-07 - train loss: 3.35e-03 - valid loss: 5.21e-06, valid error_rate: 0.00e+00
Epoch: 31, lr: 7.75e-05, hubert_lr: 5.23e-07 - train loss: 8.17e-04 - valid loss: 4.28e-06, valid error_rate: 0.00e+00
Epoch: 32, lr: 7.75e-05, hubert_lr: 4.71e-07 - train loss: 2.53e-03 - valid loss: 3.19e-06, valid error_rate: 0.00e+00
Epoch: 33, lr: 6.97e-05, hubert_lr: 4.24e-07 - train loss: 1.65e-02 - valid loss: 2.92e-06, valid error_rate: 0.00e+00
Epoch: 34, lr: 6.97e-05, hubert_lr: 3.82e-07 - train loss: 5.06e-05 - valid loss: 3.24e-06, valid error_rate: 0.00e+00
Epoch: 35, lr: 6.97e-05, hubert_lr: 3.43e-07 - train loss: 4.15e-03 - valid loss: 3.24e-06, valid error_rate: 0.00e+00
Epoch: 36, lr: 6.28e-05, hubert_lr: 3.09e-07 - train loss: 2.49e-04 - valid loss: 3.07e-06, valid error_rate: 0.00e+00
Epoch: 37, lr: 6.28e-05, hubert_lr: 2.78e-07 - train loss: 6.71e-03 - valid loss: 3.05e-06, valid error_rate: 0.00e+00
Epoch: 38, lr: 6.28e-05, hubert_lr: 2.50e-07 - train loss: 4.75e-05 - valid loss: 2.90e-06, valid error_rate: 0.00e+00
Epoch: 39, lr: 5.65e-05, hubert_lr: 2.25e-07 - train loss: 1.98e-02 - valid loss: 4.14e-06, valid error_rate: 0.00e+00
Epoch: 40, lr: 5.65e-05, hubert_lr: 2.03e-07 - train loss: 1.30e-03 - valid loss: 3.24e-06, valid error_rate: 0.00e+00
Epoch loaded: 40 - test loss: 2.30e-01, test error_rate: 1.33e-02
