Epoch: 1, lr: 1.00e-04, hubert_lr: 1.00e-05 - train loss: 3.04e-01 - valid loss: 6.09e-02, valid error_rate: 8.00e-03
Epoch: 2, lr: 1.00e-04, hubert_lr: 1.00e-05 - train loss: 6.15e-02 - valid loss: 1.30e-01, valid error_rate: 1.60e-02
Epoch: 3, lr: 9.00e-05, hubert_lr: 9.00e-06 - train loss: 3.02e-02 - valid loss: 9.22e-02, valid error_rate: 8.00e-03
Epoch: 4, lr: 9.00e-05, hubert_lr: 9.00e-06 - train loss: 3.79e-02 - valid loss: 9.08e-02, valid error_rate: 8.00e-03
Epoch: 5, lr: 8.10e-05, hubert_lr: 8.10e-06 - train loss: 3.73e-02 - valid loss: 1.08e-01, valid error_rate: 1.60e-02
Epoch: 6, lr: 7.29e-05, hubert_lr: 7.29e-06 - train loss: 2.99e-02 - valid loss: 1.53e-01, valid error_rate: 1.60e-02
Epoch: 7, lr: 6.56e-05, hubert_lr: 6.56e-06 - train loss: 2.37e-02 - valid loss: 8.15e-02, valid error_rate: 8.00e-03
Epoch: 8, lr: 6.56e-05, hubert_lr: 6.56e-06 - train loss: 2.17e-02 - valid loss: 1.55e-01, valid error_rate: 1.60e-02
Epoch: 9, lr: 5.90e-05, hubert_lr: 5.90e-06 - train loss: 2.30e-02 - valid loss: 7.63e-02, valid error_rate: 8.00e-03
Epoch: 10, lr: 5.90e-05, hubert_lr: 5.90e-06 - train loss: 1.75e-02 - valid loss: 6.66e-02, valid error_rate: 8.00e-03
Epoch: 11, lr: 5.31e-05, hubert_lr: 5.31e-06 - train loss: 2.30e-02 - valid loss: 1.26e-01, valid error_rate: 1.60e-02
Epoch: 12, lr: 4.78e-05, hubert_lr: 4.78e-06 - train loss: 8.56e-03 - valid loss: 6.43e-02, valid error_rate: 8.00e-03
Epoch: 13, lr: 4.78e-05, hubert_lr: 4.78e-06 - train loss: 4.87e-03 - valid loss: 9.32e-02, valid error_rate: 8.00e-03
Epoch: 14, lr: 4.30e-05, hubert_lr: 4.30e-06 - train loss: 1.02e-02 - valid loss: 9.94e-02, valid error_rate: 8.00e-03
Epoch: 15, lr: 3.87e-05, hubert_lr: 3.87e-06 - train loss: 2.75e-02 - valid loss: 9.61e-02, valid error_rate: 8.00e-03
Epoch: 16, lr: 3.49e-05, hubert_lr: 3.49e-06 - train loss: 1.19e-02 - valid loss: 9.42e-02, valid error_rate: 8.00e-03
Epoch: 17, lr: 3.14e-05, hubert_lr: 3.14e-06 - train loss: 1.37e-03 - valid loss: 9.86e-02, valid error_rate: 8.00e-03
Epoch: 18, lr: 2.82e-05, hubert_lr: 2.82e-06 - train loss: 2.83e-04 - valid loss: 1.01e-01, valid error_rate: 8.00e-03
Epoch: 19, lr: 2.54e-05, hubert_lr: 2.54e-06 - train loss: 1.57e-03 - valid loss: 1.48e-01, valid error_rate: 1.60e-02
Epoch: 20, lr: 2.29e-05, hubert_lr: 2.29e-06 - train loss: 2.11e-02 - valid loss: 8.60e-02, valid error_rate: 8.00e-03
Epoch: 21, lr: 2.29e-05, hubert_lr: 2.29e-06 - train loss: 2.23e-04 - valid loss: 1.53e-01, valid error_rate: 1.60e-02
Epoch: 22, lr: 2.06e-05, hubert_lr: 2.06e-06 - train loss: 8.60e-05 - valid loss: 1.40e-01, valid error_rate: 1.60e-02
Epoch: 23, lr: 1.85e-05, hubert_lr: 1.85e-06 - train loss: 5.46e-05 - valid loss: 9.14e-02, valid error_rate: 8.00e-03
Epoch: 24, lr: 1.85e-05, hubert_lr: 1.85e-06 - train loss: 1.62e-04 - valid loss: 9.37e-02, valid error_rate: 8.00e-03
Epoch: 25, lr: 1.67e-05, hubert_lr: 1.67e-06 - train loss: 2.06e-03 - valid loss: 9.65e-02, valid error_rate: 8.00e-03
Epoch: 26, lr: 1.50e-05, hubert_lr: 1.50e-06 - train loss: 1.76e-02 - valid loss: 9.70e-02, valid error_rate: 8.00e-03
Epoch: 27, lr: 1.35e-05, hubert_lr: 1.35e-06 - train loss: 8.24e-05 - valid loss: 9.77e-02, valid error_rate: 8.00e-03
Epoch: 28, lr: 1.22e-05, hubert_lr: 1.22e-06 - train loss: 1.52e-02 - valid loss: 9.75e-02, valid error_rate: 8.00e-03
Epoch: 29, lr: 1.09e-05, hubert_lr: 1.09e-06 - train loss: 4.41e-05 - valid loss: 9.83e-02, valid error_rate: 8.00e-03
Epoch: 30, lr: 9.85e-06, hubert_lr: 9.85e-07 - train loss: 1.18e-03 - valid loss: 9.77e-02, valid error_rate: 8.00e-03
Epoch loaded: 30 - test loss: 9.89e-02, test error_rate: 7.94e-03
