Epoch: 1, lr: 2.00e-04, hubert_lr: 1.00e-05 - train loss: 6.32e-01 - valid loss: 2.02e-01, valid error_rate: 4.44e-02
Epoch: 2, lr: 2.00e-04, hubert_lr: 1.00e-05 - train loss: 2.26e-01 - valid loss: 1.90e-01, valid error_rate: 3.33e-02
Epoch: 3, lr: 2.00e-04, hubert_lr: 1.00e-05 - train loss: 5.25e-02 - valid loss: 1.84e-01, valid error_rate: 3.33e-02
Epoch: 4, lr: 2.00e-04, hubert_lr: 9.00e-06 - train loss: 7.82e-02 - valid loss: 1.69e-01, valid error_rate: 3.33e-02
Epoch: 5, lr: 2.00e-04, hubert_lr: 8.10e-06 - train loss: 8.40e-02 - valid loss: 4.58e-02, valid error_rate: 2.22e-02
Epoch: 6, lr: 2.00e-04, hubert_lr: 8.10e-06 - train loss: 9.55e-02 - valid loss: 1.22e-01, valid error_rate: 3.33e-02
Epoch: 7, lr: 1.80e-04, hubert_lr: 7.29e-06 - train loss: 6.85e-02 - valid loss: 1.64e-01, valid error_rate: 2.22e-02
Epoch: 8, lr: 1.80e-04, hubert_lr: 7.29e-06 - train loss: 2.24e-02 - valid loss: 7.61e-02, valid error_rate: 1.11e-02
Epoch: 9, lr: 1.80e-04, hubert_lr: 7.29e-06 - train loss: 3.94e-02 - valid loss: 1.18e-01, valid error_rate: 2.22e-02
Epoch: 10, lr: 1.80e-04, hubert_lr: 6.56e-06 - train loss: 4.49e-02 - valid loss: 2.52e-02, valid error_rate: 1.11e-02
Epoch: 11, lr: 1.80e-04, hubert_lr: 6.56e-06 - train loss: 5.23e-02 - valid loss: 3.09e-01, valid error_rate: 3.33e-02
Epoch: 12, lr: 1.80e-04, hubert_lr: 5.90e-06 - train loss: 7.52e-04 - valid loss: 1.67e-01, valid error_rate: 2.22e-02
Epoch: 13, lr: 1.80e-04, hubert_lr: 5.90e-06 - train loss: 2.35e-02 - valid loss: 1.33e-01, valid error_rate: 2.22e-02
Epoch: 14, lr: 1.62e-04, hubert_lr: 5.31e-06 - train loss: 1.78e-04 - valid loss: 2.56e-01, valid error_rate: 3.33e-02
Epoch: 15, lr: 1.62e-04, hubert_lr: 4.78e-06 - train loss: 6.66e-03 - valid loss: 2.48e-01, valid error_rate: 3.33e-02
Epoch: 16, lr: 1.62e-04, hubert_lr: 4.30e-06 - train loss: 2.04e-02 - valid loss: 1.26e-01, valid error_rate: 1.11e-02
Epoch: 17, lr: 1.62e-04, hubert_lr: 4.30e-06 - train loss: 6.71e-02 - valid loss: 2.27e-01, valid error_rate: 2.22e-02
Epoch: 18, lr: 1.46e-04, hubert_lr: 3.87e-06 - train loss: 2.36e-02 - valid loss: 2.00e-01, valid error_rate: 2.22e-02
Epoch: 19, lr: 1.46e-04, hubert_lr: 3.49e-06 - train loss: 1.93e-04 - valid loss: 2.46e-01, valid error_rate: 2.22e-02
Epoch: 20, lr: 1.46e-04, hubert_lr: 3.14e-06 - train loss: 7.67e-03 - valid loss: 2.67e-01, valid error_rate: 2.22e-02
Epoch: 21, lr: 1.31e-04, hubert_lr: 2.82e-06 - train loss: 1.92e-02 - valid loss: 2.67e-01, valid error_rate: 2.22e-02
Epoch: 22, lr: 1.31e-04, hubert_lr: 2.54e-06 - train loss: 2.73e-03 - valid loss: 2.59e-01, valid error_rate: 2.22e-02
Epoch: 23, lr: 1.31e-04, hubert_lr: 2.29e-06 - train loss: 9.50e-04 - valid loss: 2.53e-01, valid error_rate: 2.22e-02
Epoch: 24, lr: 1.18e-04, hubert_lr: 2.06e-06 - train loss: 1.22e-02 - valid loss: 2.17e-01, valid error_rate: 2.22e-02
Epoch: 25, lr: 1.18e-04, hubert_lr: 1.85e-06 - train loss: 6.40e-02 - valid loss: 2.47e-01, valid error_rate: 2.22e-02
Epoch: 26, lr: 1.18e-04, hubert_lr: 1.67e-06 - train loss: 1.01e-02 - valid loss: 2.81e-01, valid error_rate: 2.22e-02
Epoch: 27, lr: 1.06e-04, hubert_lr: 1.50e-06 - train loss: 8.14e-03 - valid loss: 2.70e-01, valid error_rate: 2.22e-02
Epoch: 28, lr: 1.06e-04, hubert_lr: 1.35e-06 - train loss: 1.24e-04 - valid loss: 2.84e-01, valid error_rate: 2.22e-02
Epoch: 29, lr: 1.06e-04, hubert_lr: 1.22e-06 - train loss: 4.56e-05 - valid loss: 2.86e-01, valid error_rate: 2.22e-02
Epoch: 30, lr: 9.57e-05, hubert_lr: 1.09e-06 - train loss: 4.96e-05 - valid loss: 2.89e-01, valid error_rate: 2.22e-02
Epoch loaded: 16 - test loss: 3.02e-01, test error_rate: 2.22e-02
